Consumption (kWh), Start, End
0.011000, 2025-04-20T14:30:00+01:00, 2025-04-20T15:00:00+01:00
0.022000, 2025-04-20T15:00:00+01:00, 2025-04-20T15:30:00+01:00
0.008000, 2025-04-20T15:30:00+01:00, 2025-04-20T16:00:00+01:00
0.010000, 2025-04-20T16:00:00+01:00, 2025-04-20T16:30:00+01:00
0.022000, 2025-04-20T16:30:00+01:00, 2025-04-20T17:00:00+01:00
0.008000, 2025-04-20T17:00:00+01:00, 2025-04-20T17:30:00+01:00
0.007000, 2025-04-20T17:30:00+01:00, 2025-04-20T18:00:00+01:00
0.008000, 2025-04-20T18:00:00+01:00, 2025-04-20T18:30:00+01:00
0.008000, 2025-04-20T18:30:00+01:00, 2025-04-20T19:00:00+01:00
0.021000, 2025-04-20T19:00:00+01:00, 2025-04-20T19:30:00+01:00
0.008000, 2025-04-20T19:30:00+01:00, 2025-04-20T20:00:00+01:00
0.009000, 2025-04-20T20:00:00+01:00, 2025-04-20T20:30:00+01:00
0.013000, 2025-04-20T20:30:00+01:00, 2025-04-20T21:00:00+01:00
0.008000, 2025-04-20T21:00:00+01:00, 2025-04-20T21:30:00+01:00
0.009000, 2025-04-20T21:30:00+01:00, 2025-04-20T22:00:00+01:00
0.007000, 2025-04-20T22:00:00+01:00, 2025-04-20T22:30:00+01:00
0.007000, 2025-04-20T22:30:00+01:00, 2025-04-20T23:00:00+01:00
0.007000, 2025-04-20T23:00:00+01:00, 2025-04-20T23:30:00+01:00
0.007000, 2025-04-20T23:30:00+01:00, 2025-04-21T00:00:00+01:00
0.006000, 2025-04-21T00:00:00+01:00, 2025-04-21T00:30:00+01:00
2.477000, 2025-04-21T00:30:00+01:00, 2025-04-21T01:00:00+01:00
1.249000, 2025-04-21T01:00:00+01:00, 2025-04-21T01:30:00+01:00
1.017000, 2025-04-21T01:30:00+01:00, 2025-04-21T02:00:00+01:00
1.009000, 2025-04-21T02:00:00+01:00, 2025-04-21T02:30:00+01:00
1.015000, 2025-04-21T02:30:00+01:00, 2025-04-21T03:00:00+01:00
0.971000, 2025-04-21T03:00:00+01:00, 2025-04-21T03:30:00+01:00
0.975000, 2025-04-21T03:30:00+01:00, 2025-04-21T04:00:00+01:00
0.971000, 2025-04-21T04:00:00+01:00, 2025-04-21T04:30:00+01:00
0.836000, 2025-04-21T04:30:00+01:00, 2025-04-21T05:00:00+01:00
0.173000, 2025-04-21T05:00:00+01:00, 2025-04-21T05:30:00+01:00
0.008000, 2025-04-21T05:30:00+01:00, 2025-04-21T06:00:00+01:00
0.006000, 2025-04-21T06:00:00+01:00, 2025-04-21T06:30:00+01:00
0.008000, 2025-04-21T06:30:00+01:00, 2025-04-21T07:00:00+01:00
0.006000, 2025-04-21T07:00:00+01:00, 2025-04-21T07:30:00+01:00
0.044000, 2025-04-21T07:30:00+01:00, 2025-04-21T08:00:00+01:00
0.030000, 2025-04-21T08:00:00+01:00, 2025-04-21T08:30:00+01:00
0.009000, 2025-04-21T08:30:00+01:00, 2025-04-21T09:00:00+01:00
0.008000, 2025-04-21T09:00:00+01:00, 2025-04-21T09:30:00+01:00
0.025000, 2025-04-21T09:30:00+01:00, 2025-04-21T10:00:00+01:00
0.015000, 2025-04-21T10:00:00+01:00, 2025-04-21T10:30:00+01:00
0.009000, 2025-04-21T10:30:00+01:00, 2025-04-21T11:00:00+01:00
0.009000, 2025-04-21T11:00:00+01:00, 2025-04-21T11:30:00+01:00
0.011000, 2025-04-21T11:30:00+01:00, 2025-04-21T12:00:00+01:00
0.007000, 2025-04-21T12:00:00+01:00, 2025-04-21T12:30:00+01:00
0.008000, 2025-04-21T12:30:00+01:00, 2025-04-21T13:00:00+01:00
0.008000, 2025-04-21T13:00:00+01:00, 2025-04-21T13:30:00+01:00
0.011000, 2025-04-21T13:30:00+01:00, 2025-04-21T14:00:00+01:00
0.010000, 2025-04-21T14:00:00+01:00, 2025-04-21T14:30:00+01:00
0.011000, 2025-04-21T14:30:00+01:00, 2025-04-21T15:00:00+01:00
0.010000, 2025-04-21T15:00:00+01:00, 2025-04-21T15:30:00+01:00
0.009000, 2025-04-21T15:30:00+01:00, 2025-04-21T16:00:00+01:00
0.011000, 2025-04-21T16:00:00+01:00, 2025-04-21T16:30:00+01:00
0.009000, 2025-04-21T16:30:00+01:00, 2025-04-21T17:00:00+01:00
0.008000, 2025-04-21T17:00:00+01:00, 2025-04-21T17:30:00+01:00
0.008000, 2025-04-21T17:30:00+01:00, 2025-04-21T18:00:00+01:00
0.009000, 2025-04-21T18:00:00+01:00, 2025-04-21T18:30:00+01:00
0.021000, 2025-04-21T18:30:00+01:00, 2025-04-21T19:00:00+01:00
0.011000, 2025-04-21T19:00:00+01:00, 2025-04-21T19:30:00+01:00
0.011000, 2025-04-21T19:30:00+01:00, 2025-04-21T20:00:00+01:00
0.008000, 2025-04-21T20:00:00+01:00, 2025-04-21T20:30:00+01:00
0.070000, 2025-04-21T20:30:00+01:00, 2025-04-21T21:00:00+01:00
0.194000, 2025-04-21T21:00:00+01:00, 2025-04-21T21:30:00+01:00
0.148000, 2025-04-21T21:30:00+01:00, 2025-04-21T22:00:00+01:00
0.154000, 2025-04-21T22:00:00+01:00, 2025-04-21T22:30:00+01:00
0.189000, 2025-04-21T22:30:00+01:00, 2025-04-21T23:00:00+01:00
0.154000, 2025-04-21T23:00:00+01:00, 2025-04-21T23:30:00+01:00
0.123000, 2025-04-21T23:30:00+01:00, 2025-04-22T00:00:00+01:00
0.125000, 2025-04-22T00:00:00+01:00, 2025-04-22T00:30:00+01:00
2.866000, 2025-04-22T00:30:00+01:00, 2025-04-22T01:00:00+01:00
2.892000, 2025-04-22T01:00:00+01:00, 2025-04-22T01:30:00+01:00
2.871000, 2025-04-22T01:30:00+01:00, 2025-04-22T02:00:00+01:00
2.867000, 2025-04-22T02:00:00+01:00, 2025-04-22T02:30:00+01:00
1.740000, 2025-04-22T02:30:00+01:00, 2025-04-22T03:00:00+01:00
1.159000, 2025-04-22T03:00:00+01:00, 2025-04-22T03:30:00+01:00
1.015000, 2025-04-22T03:30:00+01:00, 2025-04-22T04:00:00+01:00
0.981000, 2025-04-22T04:00:00+01:00, 2025-04-22T04:30:00+01:00
0.910000, 2025-04-22T04:30:00+01:00, 2025-04-22T05:00:00+01:00
0.141000, 2025-04-22T05:00:00+01:00, 2025-04-22T05:30:00+01:00
0.016000, 2025-04-22T05:30:00+01:00, 2025-04-22T06:00:00+01:00
0.018000, 2025-04-22T06:00:00+01:00, 2025-04-22T06:30:00+01:00
0.008000, 2025-04-22T06:30:00+01:00, 2025-04-22T07:00:00+01:00
0.022000, 2025-04-22T07:00:00+01:00, 2025-04-22T07:30:00+01:00
0.009000, 2025-04-22T07:30:00+01:00, 2025-04-22T08:00:00+01:00
0.008000, 2025-04-22T08:00:00+01:00, 2025-04-22T08:30:00+01:00
0.009000, 2025-04-22T08:30:00+01:00, 2025-04-22T09:00:00+01:00
0.008000, 2025-04-22T09:00:00+01:00, 2025-04-22T09:30:00+01:00
0.009000, 2025-04-22T09:30:00+01:00, 2025-04-22T10:00:00+01:00
0.010000, 2025-04-22T10:00:00+01:00, 2025-04-22T10:30:00+01:00
0.011000, 2025-04-22T10:30:00+01:00, 2025-04-22T11:00:00+01:00
0.010000, 2025-04-22T11:00:00+01:00, 2025-04-22T11:30:00+01:00
0.011000, 2025-04-22T11:30:00+01:00, 2025-04-22T12:00:00+01:00
0.009000, 2025-04-22T12:00:00+01:00, 2025-04-22T12:30:00+01:00
0.008000, 2025-04-22T12:30:00+01:00, 2025-04-22T13:00:00+01:00
0.010000, 2025-04-22T13:00:00+01:00, 2025-04-22T13:30:00+01:00
0.009000, 2025-04-22T13:30:00+01:00, 2025-04-22T14:00:00+01:00
0.009000, 2025-04-22T14:00:00+01:00, 2025-04-22T14:30:00+01:00
0.009000, 2025-04-22T14:30:00+01:00, 2025-04-22T15:00:00+01:00
0.008000, 2025-04-22T15:00:00+01:00, 2025-04-22T15:30:00+01:00
0.014000, 2025-04-22T15:30:00+01:00, 2025-04-22T16:00:00+01:00
0.012000, 2025-04-22T16:00:00+01:00, 2025-04-22T16:30:00+01:00
0.011000, 2025-04-22T16:30:00+01:00, 2025-04-22T17:00:00+01:00
0.009000, 2025-04-22T17:00:00+01:00, 2025-04-22T17:30:00+01:00
0.011000, 2025-04-22T17:30:00+01:00, 2025-04-22T18:00:00+01:00
0.008000, 2025-04-22T18:00:00+01:00, 2025-04-22T18:30:00+01:00
0.022000, 2025-04-22T18:30:00+01:00, 2025-04-22T19:00:00+01:00
0.011000, 2025-04-22T19:00:00+01:00, 2025-04-22T19:30:00+01:00
0.010000, 2025-04-22T19:30:00+01:00, 2025-04-22T20:00:00+01:00
0.010000, 2025-04-22T20:00:00+01:00, 2025-04-22T20:30:00+01:00
0.010000, 2025-04-22T20:30:00+01:00, 2025-04-22T21:00:00+01:00
0.013000, 2025-04-22T21:00:00+01:00, 2025-04-22T21:30:00+01:00
0.008000, 2025-04-22T21:30:00+01:00, 2025-04-22T22:00:00+01:00
0.007000, 2025-04-22T22:00:00+01:00, 2025-04-22T22:30:00+01:00
0.007000, 2025-04-22T22:30:00+01:00, 2025-04-22T23:00:00+01:00
0.007000, 2025-04-22T23:00:00+01:00, 2025-04-22T23:30:00+01:00
0.007000, 2025-04-22T23:30:00+01:00, 2025-04-23T00:00:00+01:00
0.008000, 2025-04-23T00:00:00+01:00, 2025-04-23T00:30:00+01:00
2.859000, 2025-04-23T00:30:00+01:00, 2025-04-23T01:00:00+01:00
2.906000, 2025-04-23T01:00:00+01:00, 2025-04-23T01:30:00+01:00
2.869000, 2025-04-23T01:30:00+01:00, 2025-04-23T02:00:00+01:00
2.856000, 2025-04-23T02:00:00+01:00, 2025-04-23T02:30:00+01:00
2.861000, 2025-04-23T02:30:00+01:00, 2025-04-23T03:00:00+01:00
2.909000, 2025-04-23T03:00:00+01:00, 2025-04-23T03:30:00+01:00
2.811000, 2025-04-23T03:30:00+01:00, 2025-04-23T04:00:00+01:00
1.796000, 2025-04-23T04:00:00+01:00, 2025-04-23T04:30:00+01:00
0.689000, 2025-04-23T04:30:00+01:00, 2025-04-23T05:00:00+01:00
0.325000, 2025-04-23T05:00:00+01:00, 2025-04-23T05:30:00+01:00
0.021000, 2025-04-23T05:30:00+01:00, 2025-04-23T06:00:00+01:00
0.024000, 2025-04-23T06:00:00+01:00, 2025-04-23T06:30:00+01:00
0.007000, 2025-04-23T06:30:00+01:00, 2025-04-23T07:00:00+01:00
0.008000, 2025-04-23T07:00:00+01:00, 2025-04-23T07:30:00+01:00
0.009000, 2025-04-23T07:30:00+01:00, 2025-04-23T08:00:00+01:00
0.009000, 2025-04-23T08:00:00+01:00, 2025-04-23T08:30:00+01:00
0.009000, 2025-04-23T08:30:00+01:00, 2025-04-23T09:00:00+01:00
0.008000, 2025-04-23T09:00:00+01:00, 2025-04-23T09:30:00+01:00
0.008000, 2025-04-23T09:30:00+01:00, 2025-04-23T10:00:00+01:00
0.033000, 2025-04-23T10:00:00+01:00, 2025-04-23T10:30:00+01:00
0.008000, 2025-04-23T10:30:00+01:00, 2025-04-23T11:00:00+01:00
0.007000, 2025-04-23T11:00:00+01:00, 2025-04-23T11:30:00+01:00
0.011000, 2025-04-23T11:30:00+01:00, 2025-04-23T12:00:00+01:00
0.010000, 2025-04-23T12:00:00+01:00, 2025-04-23T12:30:00+01:00
0.009000, 2025-04-23T12:30:00+01:00, 2025-04-23T13:00:00+01:00
0.009000, 2025-04-23T13:00:00+01:00, 2025-04-23T13:30:00+01:00
0.010000, 2025-04-23T13:30:00+01:00, 2025-04-23T14:00:00+01:00
0.008000, 2025-04-23T14:00:00+01:00, 2025-04-23T14:30:00+01:00
0.009000, 2025-04-23T14:30:00+01:00, 2025-04-23T15:00:00+01:00
0.009000, 2025-04-23T15:00:00+01:00, 2025-04-23T15:30:00+01:00
0.009000, 2025-04-23T15:30:00+01:00, 2025-04-23T16:00:00+01:00
0.134000, 2025-04-23T16:00:00+01:00, 2025-04-23T16:30:00+01:00
0.650000, 2025-04-23T16:30:00+01:00, 2025-04-23T17:00:00+01:00
0.310000, 2025-04-23T17:00:00+01:00, 2025-04-23T17:30:00+01:00
0.284000, 2025-04-23T17:30:00+01:00, 2025-04-23T18:00:00+01:00
0.229000, 2025-04-23T18:00:00+01:00, 2025-04-23T18:30:00+01:00
0.161000, 2025-04-23T18:30:00+01:00, 2025-04-23T19:00:00+01:00
0.138000, 2025-04-23T19:00:00+01:00, 2025-04-23T19:30:00+01:00
0.204000, 2025-04-23T19:30:00+01:00, 2025-04-23T20:00:00+01:00
0.274000, 2025-04-23T20:00:00+01:00, 2025-04-23T20:30:00+01:00
0.251000, 2025-04-23T20:30:00+01:00, 2025-04-23T21:00:00+01:00
0.302000, 2025-04-23T21:00:00+01:00, 2025-04-23T21:30:00+01:00
0.278000, 2025-04-23T21:30:00+01:00, 2025-04-23T22:00:00+01:00
0.121000, 2025-04-23T22:00:00+01:00, 2025-04-23T22:30:00+01:00
0.146000, 2025-04-23T22:30:00+01:00, 2025-04-23T23:00:00+01:00
0.112000, 2025-04-23T23:00:00+01:00, 2025-04-23T23:30:00+01:00
0.099000, 2025-04-23T23:30:00+01:00, 2025-04-24T00:00:00+01:00
0.137000, 2025-04-24T00:00:00+01:00, 2025-04-24T00:30:00+01:00
2.865000, 2025-04-24T00:30:00+01:00, 2025-04-24T01:00:00+01:00
2.839000, 2025-04-24T01:00:00+01:00, 2025-04-24T01:30:00+01:00
2.855000, 2025-04-24T01:30:00+01:00, 2025-04-24T02:00:00+01:00
2.906000, 2025-04-24T02:00:00+01:00, 2025-04-24T02:30:00+01:00
2.915000, 2025-04-24T02:30:00+01:00, 2025-04-24T03:00:00+01:00
2.858000, 2025-04-24T03:00:00+01:00, 2025-04-24T03:30:00+01:00
2.852000, 2025-04-24T03:30:00+01:00, 2025-04-24T04:00:00+01:00
2.774000, 2025-04-24T04:00:00+01:00, 2025-04-24T04:30:00+01:00
1.695000, 2025-04-24T04:30:00+01:00, 2025-04-24T05:00:00+01:00
0.546000, 2025-04-24T05:00:00+01:00, 2025-04-24T05:30:00+01:00
0.014000, 2025-04-24T05:30:00+01:00, 2025-04-24T06:00:00+01:00
0.015000, 2025-04-24T06:00:00+01:00, 2025-04-24T06:30:00+01:00
0.008000, 2025-04-24T06:30:00+01:00, 2025-04-24T07:00:00+01:00
0.016000, 2025-04-24T07:00:00+01:00, 2025-04-24T07:30:00+01:00
0.009000, 2025-04-24T07:30:00+01:00, 2025-04-24T08:00:00+01:00
0.008000, 2025-04-24T08:00:00+01:00, 2025-04-24T08:30:00+01:00
0.009000, 2025-04-24T08:30:00+01:00, 2025-04-24T09:00:00+01:00
0.019000, 2025-04-24T09:00:00+01:00, 2025-04-24T09:30:00+01:00
0.017000, 2025-04-24T09:30:00+01:00, 2025-04-24T10:00:00+01:00
0.008000, 2025-04-24T10:00:00+01:00, 2025-04-24T10:30:00+01:00
0.009000, 2025-04-24T10:30:00+01:00, 2025-04-24T11:00:00+01:00
0.009000, 2025-04-24T11:00:00+01:00, 2025-04-24T11:30:00+01:00
0.009000, 2025-04-24T11:30:00+01:00, 2025-04-24T12:00:00+01:00
0.010000, 2025-04-24T12:00:00+01:00, 2025-04-24T12:30:00+01:00
0.010000, 2025-04-24T12:30:00+01:00, 2025-04-24T13:00:00+01:00
0.010000, 2025-04-24T13:00:00+01:00, 2025-04-24T13:30:00+01:00
0.009000, 2025-04-24T13:30:00+01:00, 2025-04-24T14:00:00+01:00
0.010000, 2025-04-24T14:00:00+01:00, 2025-04-24T14:30:00+01:00
0.009000, 2025-04-24T14:30:00+01:00, 2025-04-24T15:00:00+01:00
0.009000, 2025-04-24T15:00:00+01:00, 2025-04-24T15:30:00+01:00
0.011000, 2025-04-24T15:30:00+01:00, 2025-04-24T16:00:00+01:00
0.010000, 2025-04-24T16:00:00+01:00, 2025-04-24T16:30:00+01:00
0.029000, 2025-04-24T16:30:00+01:00, 2025-04-24T17:00:00+01:00
0.007000, 2025-04-24T17:00:00+01:00, 2025-04-24T17:30:00+01:00
0.009000, 2025-04-24T17:30:00+01:00, 2025-04-24T18:00:00+01:00
0.019000, 2025-04-24T18:00:00+01:00, 2025-04-24T18:30:00+01:00
0.008000, 2025-04-24T18:30:00+01:00, 2025-04-24T19:00:00+01:00
0.011000, 2025-04-24T19:00:00+01:00, 2025-04-24T19:30:00+01:00
0.011000, 2025-04-24T19:30:00+01:00, 2025-04-24T20:00:00+01:00
0.009000, 2025-04-24T20:00:00+01:00, 2025-04-24T20:30:00+01:00
0.009000, 2025-04-24T20:30:00+01:00, 2025-04-24T21:00:00+01:00
0.014000, 2025-04-24T21:00:00+01:00, 2025-04-24T21:30:00+01:00
0.007000, 2025-04-24T21:30:00+01:00, 2025-04-24T22:00:00+01:00
0.009000, 2025-04-24T22:00:00+01:00, 2025-04-24T22:30:00+01:00
0.007000, 2025-04-24T22:30:00+01:00, 2025-04-24T23:00:00+01:00
0.006000, 2025-04-24T23:00:00+01:00, 2025-04-24T23:30:00+01:00
0.007000, 2025-04-24T23:30:00+01:00, 2025-04-25T00:00:00+01:00
0.007000, 2025-04-25T00:00:00+01:00, 2025-04-25T00:30:00+01:00
2.864000, 2025-04-25T00:30:00+01:00, 2025-04-25T01:00:00+01:00
2.904000, 2025-04-25T01:00:00+01:00, 2025-04-25T01:30:00+01:00
2.879000, 2025-04-25T01:30:00+01:00, 2025-04-25T02:00:00+01:00
2.862000, 2025-04-25T02:00:00+01:00, 2025-04-25T02:30:00+01:00
2.876000, 2025-04-25T02:30:00+01:00, 2025-04-25T03:00:00+01:00
2.890000, 2025-04-25T03:00:00+01:00, 2025-04-25T03:30:00+01:00
2.544000, 2025-04-25T03:30:00+01:00, 2025-04-25T04:00:00+01:00
1.061000, 2025-04-25T04:00:00+01:00, 2025-04-25T04:30:00+01:00
0.430000, 2025-04-25T04:30:00+01:00, 2025-04-25T05:00:00+01:00
0.256000, 2025-04-25T05:00:00+01:00, 2025-04-25T05:30:00+01:00
0.006000, 2025-04-25T05:30:00+01:00, 2025-04-25T06:00:00+01:00
0.008000, 2025-04-25T06:00:00+01:00, 2025-04-25T06:30:00+01:00
0.018000, 2025-04-25T06:30:00+01:00, 2025-04-25T07:00:00+01:00
0.020000, 2025-04-25T07:00:00+01:00, 2025-04-25T07:30:00+01:00
0.009000, 2025-04-25T07:30:00+01:00, 2025-04-25T08:00:00+01:00
0.024000, 2025-04-25T08:00:00+01:00, 2025-04-25T08:30:00+01:00
0.010000, 2025-04-25T08:30:00+01:00, 2025-04-25T09:00:00+01:00
0.009000, 2025-04-25T09:00:00+01:00, 2025-04-25T09:30:00+01:00
0.019000, 2025-04-25T09:30:00+01:00, 2025-04-25T10:00:00+01:00
0.010000, 2025-04-25T10:00:00+01:00, 2025-04-25T10:30:00+01:00
0.009000, 2025-04-25T10:30:00+01:00, 2025-04-25T11:00:00+01:00
0.009000, 2025-04-25T11:00:00+01:00, 2025-04-25T11:30:00+01:00
0.011000, 2025-04-25T11:30:00+01:00, 2025-04-25T12:00:00+01:00
0.011000, 2025-04-25T12:00:00+01:00, 2025-04-25T12:30:00+01:00
0.009000, 2025-04-25T12:30:00+01:00, 2025-04-25T13:00:00+01:00
0.009000, 2025-04-25T13:00:00+01:00, 2025-04-25T13:30:00+01:00
0.009000, 2025-04-25T13:30:00+01:00, 2025-04-25T14:00:00+01:00
0.010000, 2025-04-25T14:00:00+01:00, 2025-04-25T14:30:00+01:00
0.019000, 2025-04-25T14:30:00+01:00, 2025-04-25T15:00:00+01:00
0.023000, 2025-04-25T15:00:00+01:00, 2025-04-25T15:30:00+01:00
0.010000, 2025-04-25T15:30:00+01:00, 2025-04-25T16:00:00+01:00
0.012000, 2025-04-25T16:00:00+01:00, 2025-04-25T16:30:00+01:00
0.029000, 2025-04-25T16:30:00+01:00, 2025-04-25T17:00:00+01:00
0.009000, 2025-04-25T17:00:00+01:00, 2025-04-25T17:30:00+01:00
0.010000, 2025-04-25T17:30:00+01:00, 2025-04-25T18:00:00+01:00
0.009000, 2025-04-25T18:00:00+01:00, 2025-04-25T18:30:00+01:00
0.009000, 2025-04-25T18:30:00+01:00, 2025-04-25T19:00:00+01:00
0.014000, 2025-04-25T19:00:00+01:00, 2025-04-25T19:30:00+01:00
0.008000, 2025-04-25T19:30:00+01:00, 2025-04-25T20:00:00+01:00
0.008000, 2025-04-25T20:00:00+01:00, 2025-04-25T20:30:00+01:00
0.007000, 2025-04-25T20:30:00+01:00, 2025-04-25T21:00:00+01:00
0.007000, 2025-04-25T21:00:00+01:00, 2025-04-25T21:30:00+01:00
0.016000, 2025-04-25T21:30:00+01:00, 2025-04-25T22:00:00+01:00
0.014000, 2025-04-25T22:00:00+01:00, 2025-04-25T22:30:00+01:00
0.007000, 2025-04-25T22:30:00+01:00, 2025-04-25T23:00:00+01:00
0.008000, 2025-04-25T23:00:00+01:00, 2025-04-25T23:30:00+01:00
0.006000, 2025-04-25T23:30:00+01:00, 2025-04-26T00:00:00+01:00
0.007000, 2025-04-26T00:00:00+01:00, 2025-04-26T00:30:00+01:00
0.972000, 2025-04-26T00:30:00+01:00, 2025-04-26T01:00:00+01:00
0.998000, 2025-04-26T01:00:00+01:00, 2025-04-26T01:30:00+01:00
1.014000, 2025-04-26T01:30:00+01:00, 2025-04-26T02:00:00+01:00
0.974000, 2025-04-26T02:00:00+01:00, 2025-04-26T02:30:00+01:00
0.976000, 2025-04-26T02:30:00+01:00, 2025-04-26T03:00:00+01:00
1.006000, 2025-04-26T03:00:00+01:00, 2025-04-26T03:30:00+01:00
1.021000, 2025-04-26T03:30:00+01:00, 2025-04-26T04:00:00+01:00
0.977000, 2025-04-26T04:00:00+01:00, 2025-04-26T04:30:00+01:00
0.851000, 2025-04-26T04:30:00+01:00, 2025-04-26T05:00:00+01:00
0.136000, 2025-04-26T05:00:00+01:00, 2025-04-26T05:30:00+01:00
0.008000, 2025-04-26T05:30:00+01:00, 2025-04-26T06:00:00+01:00
0.007000, 2025-04-26T06:00:00+01:00, 2025-04-26T06:30:00+01:00
0.008000, 2025-04-26T06:30:00+01:00, 2025-04-26T07:00:00+01:00
0.021000, 2025-04-26T07:00:00+01:00, 2025-04-26T07:30:00+01:00
0.032000, 2025-04-26T07:30:00+01:00, 2025-04-26T08:00:00+01:00
0.022000, 2025-04-26T08:00:00+01:00, 2025-04-26T08:30:00+01:00
0.010000, 2025-04-26T08:30:00+01:00, 2025-04-26T09:00:00+01:00
0.020000, 2025-04-26T09:00:00+01:00, 2025-04-26T09:30:00+01:00
0.009000, 2025-04-26T09:30:00+01:00, 2025-04-26T10:00:00+01:00
0.008000, 2025-04-26T10:00:00+01:00, 2025-04-26T10:30:00+01:00
0.010000, 2025-04-26T10:30:00+01:00, 2025-04-26T11:00:00+01:00
0.014000, 2025-04-26T11:00:00+01:00, 2025-04-26T11:30:00+01:00
0.012000, 2025-04-26T11:30:00+01:00, 2025-04-26T12:00:00+01:00
0.009000, 2025-04-26T12:00:00+01:00, 2025-04-26T12:30:00+01:00
0.009000, 2025-04-26T12:30:00+01:00, 2025-04-26T13:00:00+01:00
0.008000, 2025-04-26T13:00:00+01:00, 2025-04-26T13:30:00+01:00
0.009000, 2025-04-26T13:30:00+01:00, 2025-04-26T14:00:00+01:00
0.010000, 2025-04-26T14:00:00+01:00, 2025-04-26T14:30:00+01:00
0.020000, 2025-04-26T14:30:00+01:00, 2025-04-26T15:00:00+01:00
0.011000, 2025-04-26T15:00:00+01:00, 2025-04-26T15:30:00+01:00
0.009000, 2025-04-26T15:30:00+01:00, 2025-04-26T16:00:00+01:00
0.011000, 2025-04-26T16:00:00+01:00, 2025-04-26T16:30:00+01:00
0.010000, 2025-04-26T16:30:00+01:00, 2025-04-26T17:00:00+01:00
0.011000, 2025-04-26T17:00:00+01:00, 2025-04-26T17:30:00+01:00
0.009000, 2025-04-26T17:30:00+01:00, 2025-04-26T18:00:00+01:00
0.008000, 2025-04-26T18:00:00+01:00, 2025-04-26T18:30:00+01:00
0.008000, 2025-04-26T18:30:00+01:00, 2025-04-26T19:00:00+01:00
0.009000, 2025-04-26T19:00:00+01:00, 2025-04-26T19:30:00+01:00
0.008000, 2025-04-26T19:30:00+01:00, 2025-04-26T20:00:00+01:00
0.008000, 2025-04-26T20:00:00+01:00, 2025-04-26T20:30:00+01:00
0.008000, 2025-04-26T20:30:00+01:00, 2025-04-26T21:00:00+01:00
0.008000, 2025-04-26T21:00:00+01:00, 2025-04-26T21:30:00+01:00
0.009000, 2025-04-26T21:30:00+01:00, 2025-04-26T22:00:00+01:00
0.008000, 2025-04-26T22:00:00+01:00, 2025-04-26T22:30:00+01:00
0.006000, 2025-04-26T22:30:00+01:00, 2025-04-26T23:00:00+01:00
0.007000, 2025-04-26T23:00:00+01:00, 2025-04-26T23:30:00+01:00
0.007000, 2025-04-26T23:30:00+01:00, 2025-04-27T00:00:00+01:00
0.007000, 2025-04-27T00:00:00+01:00, 2025-04-27T00:30:00+01:00
0.975000, 2025-04-27T00:30:00+01:00, 2025-04-27T01:00:00+01:00
1.010000, 2025-04-27T01:00:00+01:00, 2025-04-27T01:30:00+01:00
1.007000, 2025-04-27T01:30:00+01:00, 2025-04-27T02:00:00+01:00
0.977000, 2025-04-27T02:00:00+01:00, 2025-04-27T02:30:00+01:00
0.979000, 2025-04-27T02:30:00+01:00, 2025-04-27T03:00:00+01:00
1.005000, 2025-04-27T03:00:00+01:00, 2025-04-27T03:30:00+01:00
0.855000, 2025-04-27T03:30:00+01:00, 2025-04-27T04:00:00+01:00
0.112000, 2025-04-27T04:00:00+01:00, 2025-04-27T04:30:00+01:00
0.116000, 2025-04-27T04:30:00+01:00, 2025-04-27T05:00:00+01:00
0.119000, 2025-04-27T05:00:00+01:00, 2025-04-27T05:30:00+01:00
0.007000, 2025-04-27T05:30:00+01:00, 2025-04-27T06:00:00+01:00
0.007000, 2025-04-27T06:00:00+01:00, 2025-04-27T06:30:00+01:00
0.008000, 2025-04-27T06:30:00+01:00, 2025-04-27T07:00:00+01:00
0.009000, 2025-04-27T07:00:00+01:00, 2025-04-27T07:30:00+01:00
0.019000, 2025-04-27T07:30:00+01:00, 2025-04-27T08:00:00+01:00
0.024000, 2025-04-27T08:00:00+01:00, 2025-04-27T08:30:00+01:00
0.019000, 2025-04-27T08:30:00+01:00, 2025-04-27T09:00:00+01:00
0.009000, 2025-04-27T09:00:00+01:00, 2025-04-27T09:30:00+01:00
0.012000, 2025-04-27T09:30:00+01:00, 2025-04-27T10:00:00+01:00
0.008000, 2025-04-27T10:00:00+01:00, 2025-04-27T10:30:00+01:00
0.009000, 2025-04-27T10:30:00+01:00, 2025-04-27T11:00:00+01:00
0.013000, 2025-04-27T11:00:00+01:00, 2025-04-27T11:30:00+01:00
0.015000, 2025-04-27T11:30:00+01:00, 2025-04-27T12:00:00+01:00
0.010000, 2025-04-27T12:00:00+01:00, 2025-04-27T12:30:00+01:00
0.008000, 2025-04-27T12:30:00+01:00, 2025-04-27T13:00:00+01:00
0.008000, 2025-04-27T13:00:00+01:00, 2025-04-27T13:30:00+01:00
0.015000, 2025-04-27T13:30:00+01:00, 2025-04-27T14:00:00+01:00
0.014000, 2025-04-27T14:00:00+01:00, 2025-04-27T14:30:00+01:00
0.015000, 2025-04-27T14:30:00+01:00, 2025-04-27T15:00:00+01:00
0.007000, 2025-04-27T15:00:00+01:00, 2025-04-27T15:30:00+01:00
0.009000, 2025-04-27T15:30:00+01:00, 2025-04-27T16:00:00+01:00
0.011000, 2025-04-27T16:00:00+01:00, 2025-04-27T16:30:00+01:00
0.017000, 2025-04-27T16:30:00+01:00, 2025-04-27T17:00:00+01:00
